TIPO_INSTITUCION	INSTITUCION	SEDE	REGION	CARRERA	HORARIO	ACREDITACION_CARRERA	TOTAL_MATRICULADOS	TOTAL_MATRICULADOS_PRIMER_AÑO
INSTITUTO PROFESIONAL	IP INACAP	SEDE PUERTO MONTT	X REGIÓN	INGENIERIA EN MAQUINARIA Y VEHICULOS AUTOMOTRICES	Vespertino	No Acreditada	32	
INSTITUTO PROFESIONAL	IP INACAP	SEDE RANCAGUA	VI REGIÓN	INGENIERIA EN PREVENCION DE RIESGOS, CALIDAD Y AMBIENTE	Diurno	No Acreditada	245	66
INSTITUTO PROFESIONAL	IP INACAP	SEDE RANCAGUA	VI REGIÓN	INGENIERIA EN PREVENCION DE RIESGOS, CALIDAD Y AMBIENTE	Vespertino	No Acreditada	115	26
INSTITUTO PROFESIONAL	IP INACAP	SEDE RANCAGUA	VI REGIÓN	INGENIERIA AGRICOLA MENCION CULTIVOS, FRUTALES Y VIDES	Diurno	No Acreditada	1	
INSTITUTO PROFESIONAL	IP INACAP	SEDE RANCAGUA	VI REGIÓN	INGENIERIA EN ADMINISTRACION INDUSTRIAL	Vespertino	No Acreditada	7	
INSTITUTO PROFESIONAL	IP INACAP	SEDE RANCAGUA	VI REGIÓN	INGENIERIA MECANICA EN MANTENIMIENTO INDUSTRIAL	Diurno	No Acreditada	104	15
INSTITUTO PROFESIONAL	IP INACAP	SEDE RANCAGUA	VI REGIÓN	INGENIERIA MECANICA EN MANTENIMIENTO INDUSTRIAL	Vespertino	No Acreditada	141	20
INSTITUTO PROFESIONAL	IP INACAP	SEDE RANCAGUA	VI REGIÓN	PSICOPEDAGOGIA	Diurno	No Acreditada	3	
INSTITUTO PROFESIONAL	IP INACAP	SEDE RANCAGUA	VI REGIÓN	INGENIERIA EN MAQUINARIA, VEHICULOS AUTOMOTRICES Y SISTEMAS ELECTRONICOS	Diurno	No Acreditada	155	29
INSTITUTO PROFESIONAL	IP INACAP	SEDE RANCAGUA	VI REGIÓN	INGENIERIA EN MAQUINARIA, VEHICULOS AUTOMOTRICES Y SISTEMAS ELECTRONICOS	Vespertino	No Acreditada	99	8
INSTITUTO PROFESIONAL	IP INACAP	SEDE RANCAGUA	VI REGIÓN	CONTADOR AUDITOR	Diurno	No Acreditada	4	
INSTITUTO PROFESIONAL	IP INACAP	SEDE RANCAGUA	VI REGIÓN	CONTADOR AUDITOR	Vespertino	No Acreditada	1	
INSTITUTO PROFESIONAL	IP INACAP	SEDE RANCAGUA	VI REGIÓN	INGENIERIA AGRICOLA	Diurno	No Acreditada	191	31
INSTITUTO PROFESIONAL	IP INACAP	SEDE RANCAGUA	VI REGIÓN	INGENIERIA EN ADMINISTRACION INDUSTRIAL MENCION PROCESOS PRODUCTIVOS	Vespertino	No Acreditada	68	15
INSTITUTO PROFESIONAL	IP INACAP	SEDE RANCAGUA	VI REGIÓN	SERVICIO SOCIAL	Diurno	No Acreditada	51	
INSTITUTO PROFESIONAL	IP INACAP	SEDE RANCAGUA	VI REGIÓN	DISEÑO GRAFICO PROFESIONAL	Diurno	No Acreditada	141	25
INSTITUTO PROFESIONAL	IP INACAP	SEDE RANCAGUA	VI REGIÓN	INGENIERIA EN MAQUINARIA Y VEHICULOS AUTOMOTRICES	Diurno	No Acreditada	9	
INSTITUTO PROFESIONAL	IP INACAP	SEDE RANCAGUA	VI REGIÓN	INGENIERIA EN MAQUINARIA Y VEHICULOS AUTOMOTRICES	Vespertino	No Acreditada	13	
INSTITUTO PROFESIONAL	IP INACAP	SEDE VALPARAISO	V REGIÓN	INGENIERIA EN PREVENCION DE RIESGOS, CALIDAD Y AMBIENTE	Diurno	No Acreditada	225	55
INSTITUTO PROFESIONAL	IP INACAP	SEDE VALPARAISO	V REGIÓN	INGENIERIA EN PREVENCION DE RIESGOS, CALIDAD Y AMBIENTE	Vespertino	No Acreditada	69	19
INSTITUTO PROFESIONAL	IP INACAP	SEDE VALPARAISO	V REGIÓN	INGENIERIA EN CONECTIVIDAD Y REDES	Diurno	No Acreditada	4	
INSTITUTO PROFESIONAL	IP INACAP	SEDE VALPARAISO	V REGIÓN	ADMINISTRACION HOTELERA INTERNACIONAL	Diurno	No Acreditada	10	
INSTITUTO PROFESIONAL	IP INACAP	SEDE VALPARAISO	V REGIÓN	INGENIERIA MECANICA EN MANTENIMIENTO INDUSTRIAL	Diurno	No Acreditada	134	28
INSTITUTO PROFESIONAL	IP INACAP	SEDE VALPARAISO	V REGIÓN	INGENIERIA MECANICA EN MANTENIMIENTO INDUSTRIAL	Vespertino	No Acreditada	66	10
INSTITUTO PROFESIONAL	IP INACAP	SEDE VALPARAISO	V REGIÓN	PSICOPEDAGOGIA	Diurno	No Acreditada	52	
INSTITUTO PROFESIONAL	IP INACAP	SEDE VALPARAISO	V REGIÓN	INGENIERIA EN MAQUINARIA, VEHICULOS AUTOMOTRICES Y SISTEMAS ELECTRONICOS	Diurno	No Acreditada	125	34
INSTITUTO PROFESIONAL	IP INACAP	SEDE VALPARAISO	V REGIÓN	INGENIERIA EN MAQUINARIA, VEHICULOS AUTOMOTRICES Y SISTEMAS ELECTRONICOS	Vespertino	No Acreditada	31	6
INSTITUTO PROFESIONAL	IP INACAP	SEDE VALPARAISO	V REGIÓN	CONTADOR AUDITOR	Diurno	No Acreditada	27	
INSTITUTO PROFESIONAL	IP INACAP	SEDE VALPARAISO	V REGIÓN	ADMINISTRACION GASTRONOMICA INTERNACIONAL	Diurno	No Acreditada	268	60
INSTITUTO PROFESIONAL	IP INACAP	SEDE VALPARAISO	V REGIÓN	ADMINISTRACION EN ALIMENTACION COLECTIVA	Diurno	No Acreditada	5	
INSTITUTO PROFESIONAL	IP INACAP	SEDE VALPARAISO	V REGIÓN	INGENIERIA EN TELECOMUNICACIONES, CONECTIVIDAD Y REDES	Diurno	No Acreditada	74	9
INSTITUTO PROFESIONAL	IP INACAP	SEDE VALPARAISO	V REGIÓN	INGENIERIA EN TELECOMUNICACIONES, CONECTIVIDAD Y REDES	Vespertino	No Acreditada	71	9
INSTITUTO PROFESIONAL	IP INACAP	SEDE VALPARAISO	V REGIÓN	CONSTRUCCION CIVIL	Diurno	No Acreditada	29	
INSTITUTO PROFESIONAL	IP INACAP	SEDE VALPARAISO	V REGIÓN	CONSTRUCCION CIVIL	Vespertino	No Acreditada	16	
INSTITUTO PROFESIONAL	IP INACAP	SEDE VALPARAISO	V REGIÓN	ADMINISTRACION DE HOTELES Y RESTAURANTES	Diurno	No Acreditada	128	25
INSTITUTO PROFESIONAL	IP INACAP	SEDE VALPARAISO	V REGIÓN	SERVICIO SOCIAL	Diurno	No Acreditada	75	
INSTITUTO PROFESIONAL	IP INACAP	SEDE VALPARAISO	V REGIÓN	DISEÑO GRAFICO PROFESIONAL	Diurno	No Acreditada	123	25
INSTITUTO PROFESIONAL	IP INACAP	SEDE VALPARAISO	V REGIÓN	PUBLICIDAD	Diurno	No Acreditada	83	17
INSTITUTO PROFESIONAL	IP INACAP	SEDE VALPARAISO	V REGIÓN	INGENIERIA EN MAQUINARIA Y VEHICULOS AUTOMOTRICES	Diurno	No Acreditada	34	
INSTITUTO PROFESIONAL	IP INACAP	SEDE VALPARAISO	V REGIÓN	INGENIERIA EN MAQUINARIA Y VEHICULOS AUTOMOTRICES	Vespertino	No Acreditada	11	
INSTITUTO PROFESIONAL	IP INACAP	SEDE OSORNO	X REGIÓN	INGENIERIA EN PREVENCION DE RIESGOS, CALIDAD Y AMBIENTE	Diurno	No Acreditada	87	20
INSTITUTO PROFESIONAL	IP INACAP	SEDE OSORNO	X REGIÓN	INGENIERIA EN PREVENCION DE RIESGOS, CALIDAD Y AMBIENTE	Vespertino	No Acreditada	54	5
INSTITUTO PROFESIONAL	IP INACAP	SEDE OSORNO	X REGIÓN	INGENIERIA AGRICOLA MENCION GANADERIA	Diurno	No Acreditada	45	16
INSTITUTO PROFESIONAL	IP INACAP	SEDE OSORNO	X REGIÓN	INGENIERIA EN MAQUINARIA, VEHICULOS AUTOMOTRICES Y SISTEMAS ELECTRONICOS	Diurno	No Acreditada	51	10
INSTITUTO PROFESIONAL	IP INACAP	SEDE OSORNO	X REGIÓN	INGENIERIA EN MAQUINARIA, VEHICULOS AUTOMOTRICES Y SISTEMAS ELECTRONICOS	Vespertino	No Acreditada	35	6
INSTITUTO PROFESIONAL	IP INACAP	SEDE OSORNO	X REGIÓN	CONTADOR AUDITOR	Vespertino	No Acreditada	3	
INSTITUTO PROFESIONAL	IP INACAP	SEDE OSORNO	X REGIÓN	CONSTRUCCION CIVIL	Diurno	No Acreditada	62	17
INSTITUTO PROFESIONAL	IP INACAP	SEDE OSORNO	X REGIÓN	CONSTRUCCION CIVIL	Vespertino	No Acreditada	24	6
INSTITUTO PROFESIONAL	IP INACAP	SEDE OSORNO	X REGIÓN	ADMINISTRACION DE HOTELES Y RESTAURANTES	Diurno	No Acreditada	33	7
INSTITUTO PROFESIONAL	IP INACAP	SEDE OSORNO	X REGIÓN	SERVICIO SOCIAL	Diurno	No Acreditada	4	
INSTITUTO PROFESIONAL	IP INACAP	SEDE OSORNO	X REGIÓN	DISEÑO GRAFICO PROFESIONAL	Diurno	No Acreditada	82	16
INSTITUTO PROFESIONAL	IP INACAP	SEDE OSORNO	X REGIÓN	INGENIERIA EN MAQUINARIA Y VEHICULOS AUTOMOTRICES	Diurno	No Acreditada	10	
INSTITUTO PROFESIONAL	IP INACAP	SEDE OSORNO	X REGIÓN	INGENIERIA EN MAQUINARIA Y VEHICULOS AUTOMOTRICES	Vespertino	No Acreditada	25	
INSTITUTO PROFESIONAL	IP INACAP	SEDE COYHAIQUE	XI REGIÓN	INGENIERIA EN PREVENCION DE RIESGOS, CALIDAD Y AMBIENTE	Vespertino	No Acreditada	61	27
INSTITUTO PROFESIONAL	IP INACAP	SEDE COYHAIQUE	XI REGIÓN	INGENIERIA EN ADMINISTRACION INDUSTRIAL MENCION LOGISTICA	Vespertino	No Acreditada	10	
INSTITUTO PROFESIONAL	IP INACAP	SEDE TALCA	VII REGIÓN	INGENIERIA EN PREVENCION DE RIESGOS, CALIDAD Y AMBIENTE	Diurno	No Acreditada	235	29
INSTITUTO PROFESIONAL	IP INACAP	SEDE TALCA	VII REGIÓN	INGENIERIA EN PREVENCION DE RIESGOS, CALIDAD Y AMBIENTE	Vespertino	No Acreditada	143	30
INSTITUTO PROFESIONAL	IP INACAP	SEDE TALCA	VII REGIÓN	CONSTRUCCION CIVIL MENCION EDIFICACION	Diurno	No Acreditada	13	
INSTITUTO PROFESIONAL	IP INACAP	SEDE TALCA	VII REGIÓN	CONSTRUCCION CIVIL MENCION EDIFICACION	Vespertino	No Acreditada	2	
INSTITUTO PROFESIONAL	IP INACAP	SEDE TALCA	VII REGIÓN	INGENIERIA MECANICA EN MANTENIMIENTO INDUSTRIAL	Vespertino	No Acreditada	42	22
INSTITUTO PROFESIONAL	IP INACAP	SEDE TALCA	VII REGIÓN	PSICOPEDAGOGIA	Diurno	No Acreditada	2	
INSTITUTO PROFESIONAL	IP INACAP	SEDE TALCA	VII REGIÓN	INGENIERIA EN MAQUINARIA, VEHICULOS AUTOMOTRICES Y SISTEMAS ELECTRONICOS	Diurno	No Acreditada	306	58
INSTITUTO PROFESIONAL	IP INACAP	SEDE TALCA	VII REGIÓN	INGENIERIA EN MAQUINARIA, VEHICULOS AUTOMOTRICES Y SISTEMAS ELECTRONICOS	Vespertino	No Acreditada	127	35
INSTITUTO PROFESIONAL	IP INACAP	SEDE TALCA	VII REGIÓN	CONTADOR AUDITOR	Diurno	No Acreditada	2	
INSTITUTO PROFESIONAL	IP INACAP	SEDE TALCA	VII REGIÓN	ADMINISTRACION GASTRONOMICA INTERNACIONAL	Diurno	No Acreditada	152	35
INSTITUTO PROFESIONAL	IP INACAP	SEDE TALCA	VII REGIÓN	INGENIERIA AGRICOLA	Diurno	No Acreditada	19	17
INSTITUTO PROFESIONAL	IP INACAP	SEDE TALCA	VII REGIÓN	INGENIERIA AGRICOLA	Vespertino	No Acreditada	14	
INSTITUTO PROFESIONAL	IP INACAP	SEDE TALCA	VII REGIÓN	CONSTRUCCION CIVIL	Diurno	No Acreditada	170	31
INSTITUTO PROFESIONAL	IP INACAP	SEDE TALCA	VII REGIÓN	CONSTRUCCION CIVIL	Vespertino	No Acreditada	123	34
INSTITUTO PROFESIONAL	IP INACAP	SEDE TALCA	VII REGIÓN	SERVICIO SOCIAL	Diurno	No Acreditada	32	
INSTITUTO PROFESIONAL	IP INACAP	SEDE LA SERENA	IV REGIÓN	INGENIERIA EN PREVENCION DE RIESGOS, CALIDAD Y AMBIENTE	Diurno	No Acreditada	592	129
INSTITUTO PROFESIONAL	IP INACAP	SEDE LA SERENA	IV REGIÓN	INGENIERIA EN PREVENCION DE RIESGOS, CALIDAD Y AMBIENTE	Vespertino	No Acreditada	181	43
INSTITUTO PROFESIONAL	IP INACAP	SEDE LA SERENA	IV REGIÓN	INGENIERO CONSTRUCTOR	Diurno	No Acreditada	21	
INSTITUTO PROFESIONAL	IP INACAP	SEDE LA SERENA	IV REGIÓN	INGENIERIA AGRICOLA MENCION CULTIVOS, FRUTALES Y VIDES	Diurno	No Acreditada	1	
INSTITUTO PROFESIONAL	IP INACAP	SEDE LA SERENA	IV REGIÓN	INGENIERIA EN CONECTIVIDAD Y REDES	Diurno	No Acreditada	2	
INSTITUTO PROFESIONAL	IP INACAP	SEDE LA SERENA	IV REGIÓN	DISEÑO DE VESTUARIO	Diurno	No Acreditada	97	21
INSTITUTO PROFESIONAL	IP INACAP	SEDE LA SERENA	IV REGIÓN	INGENIERIA EN GEOMENSURA	Diurno	No Acreditada	60	30
INSTITUTO PROFESIONAL	IP INACAP	SEDE LA SERENA	IV REGIÓN	PSICOPEDAGOGIA	Diurno	No Acreditada	16	
INSTITUTO PROFESIONAL	IP INACAP	SEDE LA SERENA	IV REGIÓN	PSICOPEDAGOGIA	Vespertino	No Acreditada	3	
INSTITUTO PROFESIONAL	IP INACAP	SEDE LA SERENA	IV REGIÓN	INGENIERIA EN MAQUINARIA, VEHICULOS AUTOMOTRICES Y SISTEMAS ELECTRONICOS	Diurno	No Acreditada	341	58
INSTITUTO PROFESIONAL	IP INACAP	SEDE LA SERENA	IV REGIÓN	INGENIERIA EN MAQUINARIA, VEHICULOS AUTOMOTRICES Y SISTEMAS ELECTRONICOS	Vespertino	No Acreditada	135	27
INSTITUTO PROFESIONAL	IP INACAP	SEDE LA SERENA	IV REGIÓN	CONTADOR AUDITOR	Vespertino	No Acreditada	6	
INSTITUTO PROFESIONAL	IP INACAP	SEDE LA SERENA	IV REGIÓN	ADMINISTRACION GASTRONOMICA INTERNACIONAL	Vespertino	No Acreditada	14	
INSTITUTO PROFESIONAL	IP INACAP	SEDE LA SERENA	IV REGIÓN	TRADUCCION E INTERPRETE INGLES-ESPAÑOL	Diurno	No Acreditada	9	
INSTITUTO PROFESIONAL	IP INACAP	SEDE LA SERENA	IV REGIÓN	TRADUCCION E INTERPRETE INGLES-ESPAÑOL	Vespertino	No Acreditada	2	
INSTITUTO PROFESIONAL	IP INACAP	SEDE LA SERENA	IV REGIÓN	ADMINISTRACION EN ALIMENTACION COLECTIVA	Diurno	No Acreditada	41	
INSTITUTO PROFESIONAL	IP INACAP	SEDE LA SERENA	IV REGIÓN	INGENIERIA EN TELECOMUNICACIONES, CONECTIVIDAD Y REDES	Diurno	No Acreditada	111	20
INSTITUTO PROFESIONAL	IP INACAP	SEDE LA SERENA	IV REGIÓN	INGENIERIA AGRICOLA	Diurno	No Acreditada	159	20
INSTITUTO PROFESIONAL	IP INACAP	SEDE LA SERENA	IV REGIÓN	SERVICIO SOCIAL	Diurno	No Acreditada	30	
INSTITUTO PROFESIONAL	IP INACAP	SEDE LA SERENA	IV REGIÓN	DISEÑO GRAFICO PROFESIONAL	Diurno	No Acreditada	174	37
INSTITUTO PROFESIONAL	IP INACAP	SEDE CHILLAN	VIII REGIÓN	INGENIERIA EN PREVENCION DE RIESGOS, CALIDAD Y AMBIENTE	Diurno	No Acreditada	313	76
INSTITUTO PROFESIONAL	IP INACAP	SEDE CHILLAN	VIII REGIÓN	INGENIERIA EN PREVENCION DE RIESGOS, CALIDAD Y AMBIENTE	Vespertino	No Acreditada	106	31
INSTITUTO PROFESIONAL	IP INACAP	SEDE CHILLAN	VIII REGIÓN	PSICOPEDAGOGIA	Diurno	No Acreditada	22	
INSTITUTO PROFESIONAL	IP INACAP	SEDE CHILLAN	VIII REGIÓN	PSICOPEDAGOGIA	Vespertino	No Acreditada	3	
INSTITUTO PROFESIONAL	IP INACAP	SEDE CHILLAN	VIII REGIÓN	INGENIERIA EN MAQUINARIA, VEHICULOS AUTOMOTRICES Y SISTEMAS ELECTRONICOS	Diurno	No Acreditada	67	31
INSTITUTO PROFESIONAL	IP INACAP	SEDE CHILLAN	VIII REGIÓN	INGENIERIA EN MAQUINARIA, VEHICULOS AUTOMOTRICES Y SISTEMAS ELECTRONICOS	Vespertino	No Acreditada	25	22
INSTITUTO PROFESIONAL	IP INACAP	SEDE CHILLAN	VIII REGIÓN	CONTADOR AUDITOR	Vespertino	No Acreditada	1	
INSTITUTO PROFESIONAL	IP INACAP	SEDE CHILLAN	VIII REGIÓN	ADMINISTRACION GASTRONOMICA INTERNACIONAL	Vespertino	No Acreditada	42	
INSTITUTO PROFESIONAL	IP INACAP	SEDE CHILLAN	VIII REGIÓN	INGENIERIA AGRICOLA	Vespertino	No Acreditada	52	
INSTITUTO PROFESIONAL	IP INACAP	SEDE CHILLAN	VIII REGIÓN	CONSTRUCCION CIVIL	Diurno	No Acreditada	118	21
INSTITUTO PROFESIONAL	IP INACAP	SEDE CHILLAN	VIII REGIÓN	CONSTRUCCION CIVIL	Vespertino	No Acreditada	102	16
INSTITUTO PROFESIONAL	IP INACAP	SEDE CHILLAN	VIII REGIÓN	SERVICIO SOCIAL	Diurno	No Acreditada	126	
INSTITUTO PROFESIONAL	IP INACAP	SEDE CHILLAN	VIII REGIÓN	INGENIERIA EN MAQUINARIA Y VEHICULOS AUTOMOTRICES	Diurno	No Acreditada	79	
INSTITUTO PROFESIONAL	IP INACAP	SEDE CHILLAN	VIII REGIÓN	INGENIERIA EN MAQUINARIA Y VEHICULOS AUTOMOTRICES	Vespertino	No Acreditada	42	
INSTITUTO PROFESIONAL	IP INACAP	SEDE TEMUCO	IX REGIÓN	INGENIERIA EN PREVENCION DE RIESGOS, CALIDAD Y AMBIENTE	Diurno	No Acreditada	272	84
INSTITUTO PROFESIONAL	IP INACAP	SEDE TEMUCO	IX REGIÓN	INGENIERIA EN PREVENCION DE RIESGOS, CALIDAD Y AMBIENTE	Vespertino	No Acreditada	42	16
INSTITUTO PROFESIONAL	IP INACAP	SEDE TEMUCO	IX REGIÓN	INGENIERO CONSTRUCTOR	Diurno	No Acreditada	4	
INSTITUTO PROFESIONAL	IP INACAP	SEDE TEMUCO	IX REGIÓN	INGENIERO CONSTRUCTOR	Vespertino	No Acreditada	8	
INSTITUTO PROFESIONAL	IP INACAP	SEDE TEMUCO	IX REGIÓN	INGENIERIA AGRICOLA MENCION CULTIVOS, FRUTALES Y VIDES	Diurno	No Acreditada	1	
INSTITUTO PROFESIONAL	IP INACAP	SEDE TEMUCO	IX REGIÓN	CONSTRUCCION CIVIL MENCION EDIFICACION	Diurno	No Acreditada	12	
INSTITUTO PROFESIONAL	IP INACAP	SEDE TEMUCO	IX REGIÓN	CONSTRUCCION CIVIL MENCION EDIFICACION	Vespertino	No Acreditada	1	
INSTITUTO PROFESIONAL	IP INACAP	SEDE TEMUCO	IX REGIÓN	CONSTRUCCION CIVIL MENCION OBRAS CIVILES	Diurno	No Acreditada	2	
INSTITUTO PROFESIONAL	IP INACAP	SEDE TEMUCO	IX REGIÓN	INGENIERIA AGRICOLA MENCION GANADERIA	Diurno	No Acreditada	42	28
INSTITUTO PROFESIONAL	IP INACAP	SEDE TEMUCO	IX REGIÓN	ADMINISTRACION DE EMPRESAS TURISTICAS MENCION VIAJES Y TURISMO	Diurno	No Acreditada	3	
INSTITUTO PROFESIONAL	IP INACAP	SEDE TEMUCO	IX REGIÓN	ADMINISTRACION DE EMPRESAS TURISTICAS MENCION TURISMO AVENTURA	Diurno	No Acreditada	53	12
INSTITUTO PROFESIONAL	IP INACAP	SEDE TEMUCO	IX REGIÓN	DISEÑO DE VESTUARIO	Diurno	No Acreditada	72	24
INSTITUTO PROFESIONAL	IP INACAP	SEDE TEMUCO	IX REGIÓN	ADMINISTRACION HOTELERA INTERNACIONAL	Diurno	No Acreditada	3	
INSTITUTO PROFESIONAL	IP INACAP	SEDE TEMUCO	IX REGIÓN	INGENIERIA EN MAQUINARIA, VEHICULOS AUTOMOTRICES Y SISTEMAS ELECTRONICOS	Diurno	No Acreditada	254	57
INSTITUTO PROFESIONAL	IP INACAP	SEDE TEMUCO	IX REGIÓN	INGENIERIA EN MAQUINARIA, VEHICULOS AUTOMOTRICES Y SISTEMAS ELECTRONICOS	Vespertino	No Acreditada	107	21
INSTITUTO PROFESIONAL	IP INACAP	SEDE TEMUCO	IX REGIÓN	ADMINISTRACION GASTRONOMICA INTERNACIONAL	Diurno	No Acreditada	196	40
INSTITUTO PROFESIONAL	IP INACAP	SEDE TEMUCO	IX REGIÓN	INGENIERIA EN TELECOMUNICACIONES, CONECTIVIDAD Y REDES	Diurno	No Acreditada	6	2
INSTITUTO PROFESIONAL	IP INACAP	SEDE TEMUCO	IX REGIÓN	INGENIERIA EN TELECOMUNICACIONES, CONECTIVIDAD Y REDES	Vespertino	No Acreditada	15	10
INSTITUTO PROFESIONAL	IP INACAP	SEDE TEMUCO	IX REGIÓN	INGENIERIA AGRICOLA	Diurno	No Acreditada	135	17
INSTITUTO PROFESIONAL	IP INACAP	SEDE TEMUCO	IX REGIÓN	CONSTRUCCION CIVIL	Diurno	No Acreditada	161	45
INSTITUTO PROFESIONAL	IP INACAP	SEDE TEMUCO	IX REGIÓN	CONSTRUCCION CIVIL	Vespertino	No Acreditada	95	22
INSTITUTO PROFESIONAL	IP INACAP	SEDE TEMUCO	IX REGIÓN	ADMINISTRACION DE HOTELES Y RESTAURANTES	Diurno	No Acreditada	72	11
INSTITUTO PROFESIONAL	IP INACAP	SEDE TEMUCO	IX REGIÓN	SERVICIO SOCIAL	Diurno	No Acreditada	45	
INSTITUTO PROFESIONAL	IP INACAP	SEDE TEMUCO	IX REGIÓN	DISEÑO GRAFICO PROFESIONAL	Diurno	No Acreditada	132	27
INSTITUTO PROFESIONAL	IP INACAP	SEDE TEMUCO	IX REGIÓN	INGENIERIA EN ELECTRICIDAD MENCION POTENCIA	Diurno	No Acreditada	1	
INSTITUTO PROFESIONAL	IP INACAP	SEDE TEMUCO	IX REGIÓN	PUBLICIDAD	Diurno	No Acreditada	41	
INSTITUTO PROFESIONAL	IP INACAP	SEDE TEMUCO	IX REGIÓN	INGENIERIA EN MAQUINARIA Y VEHICULOS AUTOMOTRICES	Diurno	No Acreditada	12	
INSTITUTO PROFESIONAL	IP INACAP	SEDE TEMUCO	IX REGIÓN	INGENIERIA EN MAQUINARIA Y VEHICULOS AUTOMOTRICES	Vespertino	No Acreditada	9	
INSTITUTO PROFESIONAL	IP INACAP	SEDE CONCEPCION - TALCAHUANO	VIII REGIÓN	INGENIERIA EN PREVENCION DE RIESGOS, CALIDAD Y AMBIENTE	Diurno	No Acreditada	310	78
INSTITUTO PROFESIONAL	IP INACAP	SEDE CONCEPCION - TALCAHUANO	VIII REGIÓN	INGENIERIA EN PREVENCION DE RIESGOS, CALIDAD Y AMBIENTE	Vespertino	No Acreditada	125	26
INSTITUTO PROFESIONAL	IP INACAP	SEDE CONCEPCION - TALCAHUANO	VIII REGIÓN	INGENIERO CONSTRUCTOR	Diurno	No Acreditada	3	
INSTITUTO PROFESIONAL	IP INACAP	SEDE CONCEPCION - TALCAHUANO	VIII REGIÓN	INGENIERO CONSTRUCTOR	Vespertino	No Acreditada	5	
INSTITUTO PROFESIONAL	IP INACAP	SEDE CONCEPCION - TALCAHUANO	VIII REGIÓN	CONSTRUCCION CIVIL MENCION EDIFICACION	Diurno	No Acreditada	4	
INSTITUTO PROFESIONAL	IP INACAP	SEDE CONCEPCION - TALCAHUANO	VIII REGIÓN	CONSTRUCCION CIVIL MENCION EDIFICACION	Vespertino	No Acreditada	8	
INSTITUTO PROFESIONAL	IP INACAP	SEDE CONCEPCION - TALCAHUANO	VIII REGIÓN	ADMINISTRACION DE EMPRESAS TURISTICAS MENCION VIAJES Y TURISMO	Diurno	No Acreditada	5	
INSTITUTO PROFESIONAL	IP INACAP	SEDE CONCEPCION - TALCAHUANO	VIII REGIÓN	ADMINISTRACION DE EMPRESAS TURISTICAS MENCION TURISMO AVENTURA	Diurno	No Acreditada	29	6
INSTITUTO PROFESIONAL	IP INACAP	SEDE CONCEPCION - TALCAHUANO	VIII REGIÓN	ADMINISTRACION HOTELERA INTERNACIONAL	Diurno	No Acreditada	2	
INSTITUTO PROFESIONAL	IP INACAP	SEDE CONCEPCION - TALCAHUANO	VIII REGIÓN	INGENIERIA MECANICA EN MANTENIMIENTO INDUSTRIAL	Diurno	No Acreditada	167	23
INSTITUTO PROFESIONAL	IP INACAP	SEDE CONCEPCION - TALCAHUANO	VIII REGIÓN	INGENIERIA MECANICA EN MANTENIMIENTO INDUSTRIAL	Vespertino	No Acreditada	133	18
INSTITUTO PROFESIONAL	IP INACAP	SEDE CONCEPCION - TALCAHUANO	VIII REGIÓN	INGENIERIA MECANICA EN PRODUCCION INDUSTRIAL	Diurno	No Acreditada	45	5
INSTITUTO PROFESIONAL	IP INACAP	SEDE CONCEPCION - TALCAHUANO	VIII REGIÓN	INGENIERIA MECANICA EN PRODUCCION INDUSTRIAL	Vespertino	No Acreditada	46	6
INSTITUTO PROFESIONAL	IP INACAP	SEDE CONCEPCION - TALCAHUANO	VIII REGIÓN	PSICOPEDAGOGIA	Diurno	No Acreditada	6	
INSTITUTO PROFESIONAL	IP INACAP	SEDE CONCEPCION - TALCAHUANO	VIII REGIÓN	INGENIERIA EN MAQUINARIA, VEHICULOS AUTOMOTRICES Y SISTEMAS ELECTRONICOS	Diurno	No Acreditada	257	57
INSTITUTO PROFESIONAL	IP INACAP	SEDE CONCEPCION - TALCAHUANO	VIII REGIÓN	INGENIERIA EN MAQUINARIA, VEHICULOS AUTOMOTRICES Y SISTEMAS ELECTRONICOS	Vespertino	No Acreditada	118	23
INSTITUTO PROFESIONAL	IP INACAP	SEDE CONCEPCION - TALCAHUANO	VIII REGIÓN	CONTADOR AUDITOR	Vespertino	No Acreditada	18	
INSTITUTO PROFESIONAL	IP INACAP	SEDE CONCEPCION - TALCAHUANO	VIII REGIÓN	ADMINISTRACION GASTRONOMICA INTERNACIONAL	Diurno	No Acreditada	181	49
INSTITUTO PROFESIONAL	IP INACAP	SEDE CONCEPCION - TALCAHUANO	VIII REGIÓN	TRADUCCION E INTERPRETE INGLES-ESPAÑOL	Diurno	No Acreditada	4	
INSTITUTO PROFESIONAL	IP INACAP	SEDE CONCEPCION - TALCAHUANO	VIII REGIÓN	ADMINISTRACION EN ALIMENTACION COLECTIVA	Diurno	No Acreditada	13	
INSTITUTO PROFESIONAL	IP INACAP	SEDE CONCEPCION - TALCAHUANO	VIII REGIÓN	INGENIERIA EN TELECOMUNICACIONES, CONECTIVIDAD Y REDES	Diurno	No Acreditada	6	4
INSTITUTO PROFESIONAL	IP INACAP	SEDE CONCEPCION - TALCAHUANO	VIII REGIÓN	INGENIERIA EN TELECOMUNICACIONES, CONECTIVIDAD Y REDES	Vespertino	No Acreditada	92	9
